agrovet_name,region,specialty,phone,email,statement,image_path
ProServices (Moraa),Naivasha,crop protection chemicals,+25472434026,proservice_naivasha@yahoo.com,"ProServices (Moraa), located in Naivasha County, specializes in crop protection chemicals. Contact: +25472434026, Email: proservice_naivasha@yahoo.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Naivasha\ProServices_(Moraa)_7942.jpg
AgroDistributors (Otieno),Mombasa,veterinary medicine,+25474535325,agrodistri_mombasa@yahoo.com,"AgroDistributors (Otieno), located in Mombasa County, specializes in veterinary medicine. Contact: +25474535325, Email: agrodistri_mombasa@yahoo.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Mombasa\AgroDistributors_(Otieno)_7943.jpg
AnimalCenter (Chebet),Kisumu,seed distribution,+25410966909,animalcent_kisumu@gmail.com,"AnimalCenter (Chebet), located in Kisumu County, specializes in seed distribution. Contact: +25410966909, Email: animalcent_kisumu@gmail.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Kisumu\AnimalCenter_(Chebet)_7944.jpg
FarmServices (Kilonzo),Meru,beekeeping tools,+25417039801,farmservic_meru@outlook.com,"FarmServices (Kilonzo), located in Meru County, specializes in beekeeping tools. Contact: +25417039801, Email: farmservic_meru@outlook.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Meru\FarmServices_(Kilonzo)_7945.jpg
DairyAgrovet (Achieng),Eldoret,dairy equipment,+25411885082,dairyagrov_eldoret@farmershub.co.ke,"DairyAgrovet (Achieng), located in Eldoret County, specializes in dairy equipment. Contact: +25411885082, Email: dairyagrov_eldoret@farmershub.co.ke. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Eldoret\DairyAgrovet_(Achieng)_7946.jpg
HarvestServices (Barasa),Meru,seed distribution,+25479094841,harvestser_meru@outlook.com,"HarvestServices (Barasa), located in Meru County, specializes in seed distribution. Contact: +25479094841, Email: harvestser_meru@outlook.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Meru\HarvestServices_(Barasa)_7947.jpg
HarvestCenter (Okello),Homa Bay,seed distribution,+25411353278,harvestcen_homabay@yahoo.com,"HarvestCenter (Okello), located in Homa Bay County, specializes in seed distribution. Contact: +25411353278, Email: harvestcen_homabay@yahoo.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Homa Bay\HarvestCenter_(Okello)_7948.jpg
AgroDistributors (Okello),Garissa,animal health care,+25413933473,agrodistri_garissa@yahoo.com,"AgroDistributors (Okello), located in Garissa County, specializes in animal health care. Contact: +25413933473, Email: agrodistri_garissa@yahoo.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Garissa\AgroDistributors_(Okello)_7949.jpg
AgriFarmers Ltd (Chebet),Nairobi,livestock feeds,+25476296110,agrifarmer_nairobi@agrovet.co.ke,"AgriFarmers Ltd (Chebet), located in Nairobi County, specializes in livestock feeds. Contact: +25476296110, Email: agrifarmer_nairobi@agrovet.co.ke. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Nairobi\AgriFarmers_Ltd_(Chebet)_7950.jpg
GreenEnterprises (Maina),Homa Bay,poultry inputs,+254111265825,greenenter_homabay@gmail.com,"GreenEnterprises (Maina), located in Homa Bay County, specializes in poultry inputs. Contact: +254111265825, Email: greenenter_homabay@gmail.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Homa Bay\GreenEnterprises_(Maina)_7951.jpg
RuralShop (Cheruiyot),Siaya,fertilizers,+25477906077,ruralshopc_siaya@outlook.com,"RuralShop (Cheruiyot), located in Siaya County, specializes in fertilizers. Contact: +25477906077, Email: ruralshopc_siaya@outlook.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Siaya\RuralShop_(Cheruiyot)_7952.jpg
RuralCenter (Mutiso),Nyeri,livestock feeds,+25413845050,ruralcente_nyeri@outlook.com,"RuralCenter (Mutiso), located in Nyeri County, specializes in livestock feeds. Contact: +25413845050, Email: ruralcente_nyeri@outlook.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Nyeri\RuralCenter_(Mutiso)_7953.jpg
AnimalSolutions (Chebet),Eldoret,animal health care,+25473886298,animalsolu_eldoret@gmail.com,"AnimalSolutions (Chebet), located in Eldoret County, specializes in animal health care. Contact: +25473886298, Email: animalsolu_eldoret@gmail.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Eldoret\AnimalSolutions_(Chebet)_7954.jpg
AnimalMart (Koech),Kisumu,vaccines,+254115558190,animalmart_kisumu@yahoo.com,"AnimalMart (Koech), located in Kisumu County, specializes in vaccines. Contact: +254115558190, Email: animalmart_kisumu@yahoo.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Kisumu\AnimalMart_(Koech)_7955.jpg
GreenShop (Wanjiku),Garissa,dairy equipment,+254112810600,greenshopw_garissa@gmail.com,"GreenShop (Wanjiku), located in Garissa County, specializes in dairy equipment. Contact: +254112810600, Email: greenshopw_garissa@gmail.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Garissa\GreenShop_(Wanjiku)_7956.jpg
GreenServices (Maina),Homa Bay,fertilizers,+25415901865,greenservi_homabay@yahoo.com,"GreenServices (Maina), located in Homa Bay County, specializes in fertilizers. Contact: +25415901865, Email: greenservi_homabay@yahoo.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Homa Bay\GreenServices_(Maina)_7957.jpg
PrimeAgrovet (Kiptoo),Garissa,animal health care,+25414851215,primeagrov_garissa@agrovet.co.ke,"PrimeAgrovet (Kiptoo), located in Garissa County, specializes in animal health care. Contact: +25414851215, Email: primeagrov_garissa@agrovet.co.ke. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Garissa\PrimeAgrovet_(Kiptoo)_7958.jpg
AgroStores (Njeri),Migori,crop protection chemicals,+254110000727,agrostores_migori@agrovet.co.ke,"AgroStores (Njeri), located in Migori County, specializes in crop protection chemicals. Contact: +254110000727, Email: agrostores_migori@agrovet.co.ke. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Migori\AgroStores_(Njeri)_7959.jpg
PrimeCenter (Chebet),Naivasha,animal health care,+254114613246,primecente_naivasha@yahoo.com,"PrimeCenter (Chebet), located in Naivasha County, specializes in animal health care. Contact: +254114613246, Email: primecente_naivasha@yahoo.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Naivasha\PrimeCenter_(Chebet)_7960.jpg
PrimeStores (Kamau),Meru,crop protection chemicals,+25473185152,primestore_meru@gmail.com,"PrimeStores (Kamau), located in Meru County, specializes in crop protection chemicals. Contact: +25473185152, Email: primestore_meru@gmail.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Meru\PrimeStores_(Kamau)_7961.jpg
CropStores (Kamau),Kajiado,crop protection chemicals,+25414477870,cropstores_kajiado@outlook.com,"CropStores (Kamau), located in Kajiado County, specializes in crop protection chemicals. Contact: +25414477870, Email: cropstores_kajiado@outlook.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Kajiado\CropStores_(Kamau)_7962.jpg
GreenSolutions (Cheruiyot),Mombasa,beekeeping tools,+254118980944,greensolut_mombasa@farmershub.co.ke,"GreenSolutions (Cheruiyot), located in Mombasa County, specializes in beekeeping tools. Contact: +254118980944, Email: greensolut_mombasa@farmershub.co.ke. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Mombasa\GreenSolutions_(Cheruiyot)_7963.jpg
AgroServices (Kilonzo),Uasin Gishu,poultry inputs,+25477315894,agroservic_uasingishu@agrovet.co.ke,"AgroServices (Kilonzo), located in Uasin Gishu County, specializes in poultry inputs. Contact: +25477315894, Email: agroservic_uasingishu@agrovet.co.ke. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Uasin Gishu\AgroServices_(Kilonzo)_7964.jpg
GreenCenter (Njeri),Kisumu,vaccines,+254119783037,greencente_kisumu@agrovet.co.ke,"GreenCenter (Njeri), located in Kisumu County, specializes in vaccines. Contact: +254119783037, Email: greencente_kisumu@agrovet.co.ke. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Kisumu\GreenCenter_(Njeri)_7965.jpg
AgriShop (Chebet),Kisumu,poultry inputs,+25415721401,agrishopch_kisumu@farmershub.co.ke,"AgriShop (Chebet), located in Kisumu County, specializes in poultry inputs. Contact: +25415721401, Email: agrishopch_kisumu@farmershub.co.ke. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Kisumu\AgriShop_(Chebet)_7966.jpg
GreenSuppliers (Maina),Machakos,vaccines,+25470269874,greensuppl_machakos@gmail.com,"GreenSuppliers (Maina), located in Machakos County, specializes in vaccines. Contact: +25470269874, Email: greensuppl_machakos@gmail.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Machakos\GreenSuppliers_(Maina)_7967.jpg
GreenStores (Ochieng),Kajiado,fertilizers,+25413819676,greenstore_kajiado@yahoo.com,"GreenStores (Ochieng), located in Kajiado County, specializes in fertilizers. Contact: +25413819676, Email: greenstore_kajiado@yahoo.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Kajiado\GreenStores_(Ochieng)_7968.jpg
LivestockWorld (Njoroge),Kakamega,farm machinery,+25419877509,livestockw_kakamega@gmail.com,"LivestockWorld (Njoroge), located in Kakamega County, specializes in farm machinery. Contact: +25419877509, Email: livestockw_kakamega@gmail.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Kakamega\LivestockWorld_(Njoroge)_7969.jpg
FarmFarmers Ltd (Mutiso),Garissa,livestock feeds,+254115523784,farmfarmer_garissa@gmail.com,"FarmFarmers Ltd (Mutiso), located in Garissa County, specializes in livestock feeds. Contact: +254115523784, Email: farmfarmer_garissa@gmail.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Garissa\FarmFarmers_Ltd_(Mutiso)_7970.jpg
VetShop (Okello),Garissa,fish farming supplies,+25473810151,vetshopoke_garissa@farmershub.co.ke,"VetShop (Okello), located in Garissa County, specializes in fish farming supplies. Contact: +25473810151, Email: vetshopoke_garissa@farmershub.co.ke. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Garissa\VetShop_(Okello)_7971.jpg
EcoCenter (Mwangi),Kisumu,vaccines,+254110450159,ecocenterm_kisumu@yahoo.com,"EcoCenter (Mwangi), located in Kisumu County, specializes in vaccines. Contact: +254110450159, Email: ecocenterm_kisumu@yahoo.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Kisumu\EcoCenter_(Mwangi)_7972.jpg
VetEnterprises (Moraa),Nyeri,beekeeping tools,+25418470504,vetenterpr_nyeri@agrovet.co.ke,"VetEnterprises (Moraa), located in Nyeri County, specializes in beekeeping tools. Contact: +25418470504, Email: vetenterpr_nyeri@agrovet.co.ke. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Nyeri\VetEnterprises_(Moraa)_7973.jpg
FarmSuppliers (Achieng),Naivasha,crop protection chemicals,+25416061377,farmsuppli_naivasha@gmail.com,"FarmSuppliers (Achieng), located in Naivasha County, specializes in crop protection chemicals. Contact: +25416061377, Email: farmsuppli_naivasha@gmail.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Naivasha\FarmSuppliers_(Achieng)_7974.jpg
DairyDepot (Wanjiku),Kitale,seed distribution,+25410674122,dairydepot_kitale@yahoo.com,"DairyDepot (Wanjiku), located in Kitale County, specializes in seed distribution. Contact: +25410674122, Email: dairydepot_kitale@yahoo.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Kitale\DairyDepot_(Wanjiku)_7975.jpg
EcoHub (Kilonzo),Siaya,seed distribution,+254114652655,ecohubkilo_siaya@gmail.com,"EcoHub (Kilonzo), located in Siaya County, specializes in seed distribution. Contact: +254114652655, Email: ecohubkilo_siaya@gmail.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Siaya\EcoHub_(Kilonzo)_7976.jpg
RuralDepot (Kimani),Migori,dairy equipment,+25410328707,ruraldepot_migori@yahoo.com,"RuralDepot (Kimani), located in Migori County, specializes in dairy equipment. Contact: +25410328707, Email: ruraldepot_migori@yahoo.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Migori\RuralDepot_(Kimani)_7977.jpg
AgroServices (Kilonzo),Nairobi,vaccines,+25477484542,agroservic_nairobi@gmail.com,"AgroServices (Kilonzo), located in Nairobi County, specializes in vaccines. Contact: +25477484542, Email: agroservic_nairobi@gmail.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Nairobi\AgroServices_(Kilonzo)_7978.jpg
EcoHub (Mutiso),Nairobi,fish farming supplies,+25479634118,ecohubmuti_nairobi@gmail.com,"EcoHub (Mutiso), located in Nairobi County, specializes in fish farming supplies. Contact: +25479634118, Email: ecohubmuti_nairobi@gmail.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Nairobi\EcoHub_(Mutiso)_7979.jpg
AgroAgrovet (Kamau),Eldoret,fertilizers,+25479656163,agroagrove_eldoret@gmail.com,"AgroAgrovet (Kamau), located in Eldoret County, specializes in fertilizers. Contact: +25479656163, Email: agroagrove_eldoret@gmail.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Eldoret\AgroAgrovet_(Kamau)_7980.jpg
ProShop (Kamau),Kitale,animal health care,+25418251674,proshopkam_kitale@outlook.com,"ProShop (Kamau), located in Kitale County, specializes in animal health care. Contact: +25418251674, Email: proshopkam_kitale@outlook.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Kitale\ProShop_(Kamau)_7981.jpg
AnimalMart (Ochieng),Meru,vaccines,+25471989288,animalmart_meru@outlook.com,"AnimalMart (Ochieng), located in Meru County, specializes in vaccines. Contact: +25471989288, Email: animalmart_meru@outlook.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Meru\AnimalMart_(Ochieng)_7982.jpg
AgroAgency (Otieno),Meru,poultry inputs,+25413477469,agroagency_meru@gmail.com,"AgroAgency (Otieno), located in Meru County, specializes in poultry inputs. Contact: +25413477469, Email: agroagency_meru@gmail.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Meru\AgroAgency_(Otieno)_7983.jpg
CropAgency (Kilonzo),Siaya,livestock feeds,+25471162360,cropagency_siaya@farmershub.co.ke,"CropAgency (Kilonzo), located in Siaya County, specializes in livestock feeds. Contact: +25471162360, Email: cropagency_siaya@farmershub.co.ke. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Siaya\CropAgency_(Kilonzo)_7984.jpg
PrimeAgrovet (Achieng),Homa Bay,veterinary medicine,+254115107408,primeagrov_homabay@agrovet.co.ke,"PrimeAgrovet (Achieng), located in Homa Bay County, specializes in veterinary medicine. Contact: +254115107408, Email: primeagrov_homabay@agrovet.co.ke. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Homa Bay\PrimeAgrovet_(Achieng)_7985.jpg
VetSuppliers (Ochieng),Uasin Gishu,livestock feeds,+25413533259,vetsupplie_uasingishu@agrovet.co.ke,"VetSuppliers (Ochieng), located in Uasin Gishu County, specializes in livestock feeds. Contact: +25413533259, Email: vetsupplie_uasingishu@agrovet.co.ke. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Uasin Gishu\VetSuppliers_(Ochieng)_7986.jpg
PrimeAgency (Wanjiku),Kakamega,dairy equipment,+254112569228,primeagenc_kakamega@yahoo.com,"PrimeAgency (Wanjiku), located in Kakamega County, specializes in dairy equipment. Contact: +254112569228, Email: primeagenc_kakamega@yahoo.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Kakamega\PrimeAgency_(Wanjiku)_7987.jpg
LivestockAgency (Moraa),Kitui,fertilizers,+254117959421,livestocka_kitui@agrovet.co.ke,"LivestockAgency (Moraa), located in Kitui County, specializes in fertilizers. Contact: +254117959421, Email: livestocka_kitui@agrovet.co.ke. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Kitui\LivestockAgency_(Moraa)_7988.jpg
LivestockWorld (Koech),Nairobi,fish farming supplies,+25477998404,livestockw_nairobi@agrovet.co.ke,"LivestockWorld (Koech), located in Nairobi County, specializes in fish farming supplies. Contact: +25477998404, Email: livestockw_nairobi@agrovet.co.ke. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Nairobi\LivestockWorld_(Koech)_7989.jpg
AgroHub (Mwangi),Nakuru,crop protection chemicals,+25410719870,agrohubmwa_nakuru@gmail.com,"AgroHub (Mwangi), located in Nakuru County, specializes in crop protection chemicals. Contact: +25410719870, Email: agrohubmwa_nakuru@gmail.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Nakuru\AgroHub_(Mwangi)_7990.jpg
ProShop (Ochieng),Meru,dairy equipment,+254118749965,proshopoch_meru@yahoo.com,"ProShop (Ochieng), located in Meru County, specializes in dairy equipment. Contact: +254118749965, Email: proshopoch_meru@yahoo.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Meru\ProShop_(Ochieng)_7991.jpg
FarmServices (Kamau),Nyeri,poultry inputs,+254119834570,farmservic_nyeri@farmershub.co.ke,"FarmServices (Kamau), located in Nyeri County, specializes in poultry inputs. Contact: +254119834570, Email: farmservic_nyeri@farmershub.co.ke. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Nyeri\FarmServices_(Kamau)_7992.jpg
FarmCenter (Kamau),Mombasa,fish farming supplies,+254110480353,farmcenter_mombasa@gmail.com,"FarmCenter (Kamau), located in Mombasa County, specializes in fish farming supplies. Contact: +254110480353, Email: farmcenter_mombasa@gmail.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Mombasa\FarmCenter_(Kamau)_7993.jpg
EcoStores (Otieno),Mombasa,livestock feeds,+254119951891,ecostoreso_mombasa@farmershub.co.ke,"EcoStores (Otieno), located in Mombasa County, specializes in livestock feeds. Contact: +254119951891, Email: ecostoreso_mombasa@farmershub.co.ke. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Mombasa\EcoStores_(Otieno)_7994.jpg
VetSolutions (Chebet),Uasin Gishu,beekeeping tools,+254117044290,vetsolutio_uasingishu@agrovet.co.ke,"VetSolutions (Chebet), located in Uasin Gishu County, specializes in beekeeping tools. Contact: +254117044290, Email: vetsolutio_uasingishu@agrovet.co.ke. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Uasin Gishu\VetSolutions_(Chebet)_7995.jpg
AgriServices (Chebet),Uasin Gishu,animal health care,+254117741864,agriservic_uasingishu@yahoo.com,"AgriServices (Chebet), located in Uasin Gishu County, specializes in animal health care. Contact: +254117741864, Email: agriservic_uasingishu@yahoo.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Uasin Gishu\AgriServices_(Chebet)_7996.jpg
BioEnterprises (Ochieng),Kakamega,farm machinery,+25410785993,bioenterpr_kakamega@yahoo.com,"BioEnterprises (Ochieng), located in Kakamega County, specializes in farm machinery. Contact: +25410785993, Email: bioenterpr_kakamega@yahoo.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Kakamega\BioEnterprises_(Ochieng)_7997.jpg
PrimeDistributors (Cheruiyot),Kitale,livestock feeds,+254113802916,primedistr_kitale@farmershub.co.ke,"PrimeDistributors (Cheruiyot), located in Kitale County, specializes in livestock feeds. Contact: +254113802916, Email: primedistr_kitale@farmershub.co.ke. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Kitale\PrimeDistributors_(Cheruiyot)_7998.jpg
PrimeDistributors (Achieng),Kitale,fish farming supplies,+25470487766,primedistr_kitale@agrovet.co.ke,"PrimeDistributors (Achieng), located in Kitale County, specializes in fish farming supplies. Contact: +25470487766, Email: primedistr_kitale@agrovet.co.ke. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Kitale\PrimeDistributors_(Achieng)_7999.jpg
HarvestServices (Maina),Kajiado,fish farming supplies,+25476182710,harvestser_kajiado@agrovet.co.ke,"HarvestServices (Maina), located in Kajiado County, specializes in fish farming supplies. Contact: +25476182710, Email: harvestser_kajiado@agrovet.co.ke. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Kajiado\HarvestServices_(Maina)_8000.jpg
FarmDepot (Otieno),Isiolo,fertilizers,+25477632941,farmdepoto_isiolo@gmail.com,"FarmDepot (Otieno), located in Isiolo County, specializes in fertilizers. Contact: +25477632941, Email: farmdepoto_isiolo@gmail.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Isiolo\FarmDepot_(Otieno)_8001.jpg
VetServices (Mwangi),Machakos,fertilizers,+254114282784,vetservice_machakos@outlook.com,"VetServices (Mwangi), located in Machakos County, specializes in fertilizers. Contact: +254114282784, Email: vetservice_machakos@outlook.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Machakos\VetServices_(Mwangi)_8002.jpg
AnimalFarmers Ltd (Njoroge),Meru,farm machinery,+25478775305,animalfarm_meru@agrovet.co.ke,"AnimalFarmers Ltd (Njoroge), located in Meru County, specializes in farm machinery. Contact: +25478775305, Email: animalfarm_meru@agrovet.co.ke. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Meru\AnimalFarmers_Ltd_(Njoroge)_8003.jpg
ProStores (Cheruiyot),Machakos,beekeeping tools,+25410735863,prostoresc_machakos@outlook.com,"ProStores (Cheruiyot), located in Machakos County, specializes in beekeeping tools. Contact: +25410735863, Email: prostoresc_machakos@outlook.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Machakos\ProStores_(Cheruiyot)_8004.jpg
EcoSolutions (Kimani),Machakos,animal health care,+25419280672,ecosolutio_machakos@farmershub.co.ke,"EcoSolutions (Kimani), located in Machakos County, specializes in animal health care. Contact: +25419280672, Email: ecosolutio_machakos@farmershub.co.ke. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Machakos\EcoSolutions_(Kimani)_8005.jpg
LivestockServices (Koech),Siaya,fish farming supplies,+25474964579,livestocks_siaya@gmail.com,"LivestockServices (Koech), located in Siaya County, specializes in fish farming supplies. Contact: +25474964579, Email: livestocks_siaya@gmail.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Siaya\LivestockServices_(Koech)_8006.jpg
FarmStores (Njoroge),Nakuru,dairy equipment,+25411391980,farmstores_nakuru@agrovet.co.ke,"FarmStores (Njoroge), located in Nakuru County, specializes in dairy equipment. Contact: +25411391980, Email: farmstores_nakuru@agrovet.co.ke. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Nakuru\FarmStores_(Njoroge)_8007.jpg
AnimalAgency (Cheruiyot),Siaya,animal health care,+25419724966,animalagen_siaya@agrovet.co.ke,"AnimalAgency (Cheruiyot), located in Siaya County, specializes in animal health care. Contact: +25419724966, Email: animalagen_siaya@agrovet.co.ke. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Siaya\AnimalAgency_(Cheruiyot)_8008.jpg
AnimalSuppliers (Okello),Siaya,beekeeping tools,+25479634414,animalsupp_siaya@outlook.com,"AnimalSuppliers (Okello), located in Siaya County, specializes in beekeeping tools. Contact: +25479634414, Email: animalsupp_siaya@outlook.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Siaya\AnimalSuppliers_(Okello)_8009.jpg
LivestockEnterprises (Moraa),Machakos,vaccines,+254115174003,livestocke_machakos@yahoo.com,"LivestockEnterprises (Moraa), located in Machakos County, specializes in vaccines. Contact: +254115174003, Email: livestocke_machakos@yahoo.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Machakos\LivestockEnterprises_(Moraa)_8010.jpg
BioFarmers Ltd (Wanjiku),Kakamega,beekeeping tools,+25471715205,biofarmers_kakamega@agrovet.co.ke,"BioFarmers Ltd (Wanjiku), located in Kakamega County, specializes in beekeeping tools. Contact: +25471715205, Email: biofarmers_kakamega@agrovet.co.ke. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Kakamega\BioFarmers_Ltd_(Wanjiku)_8011.jpg
FarmAgency (Kimani),Kitale,poultry inputs,+254110753902,farmagency_kitale@agrovet.co.ke,"FarmAgency (Kimani), located in Kitale County, specializes in poultry inputs. Contact: +254110753902, Email: farmagency_kitale@agrovet.co.ke. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Kitale\FarmAgency_(Kimani)_8012.jpg
AgriEnterprises (Koech),Uasin Gishu,vaccines,+254114905499,agrienterp_uasingishu@farmershub.co.ke,"AgriEnterprises (Koech), located in Uasin Gishu County, specializes in vaccines. Contact: +254114905499, Email: agrienterp_uasingishu@farmershub.co.ke. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Uasin Gishu\AgriEnterprises_(Koech)_8013.jpg
EcoWorld (Omondi),Machakos,beekeeping tools,+25412602502,ecoworldom_machakos@gmail.com,"EcoWorld (Omondi), located in Machakos County, specializes in beekeeping tools. Contact: +25412602502, Email: ecoworldom_machakos@gmail.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Machakos\EcoWorld_(Omondi)_8014.jpg
VetDepot (Njoroge),Eldoret,veterinary medicine,+254114309127,vetdepotnj_eldoret@outlook.com,"VetDepot (Njoroge), located in Eldoret County, specializes in veterinary medicine. Contact: +254114309127, Email: vetdepotnj_eldoret@outlook.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Eldoret\VetDepot_(Njoroge)_8015.jpg
HarvestCenter (Mutiso),Meru,animal health care,+25417306488,harvestcen_meru@gmail.com,"HarvestCenter (Mutiso), located in Meru County, specializes in animal health care. Contact: +25417306488, Email: harvestcen_meru@gmail.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Meru\HarvestCenter_(Mutiso)_8016.jpg
VetAgency (Otieno),Naivasha,fertilizers,+25477639487,vetagencyo_naivasha@gmail.com,"VetAgency (Otieno), located in Naivasha County, specializes in fertilizers. Contact: +25477639487, Email: vetagencyo_naivasha@gmail.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Naivasha\VetAgency_(Otieno)_8017.jpg
VetSuppliers (Ochieng),Kitui,seed distribution,+254110480080,vetsupplie_kitui@gmail.com,"VetSuppliers (Ochieng), located in Kitui County, specializes in seed distribution. Contact: +254110480080, Email: vetsupplie_kitui@gmail.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Kitui\VetSuppliers_(Ochieng)_8018.jpg
