agrovet_name,region,specialty,phone,email,statement,image_path,region_encoded,specialty_encoded,phone_numeric,phone_scaled
ProShop (Mutiso),Homa Bay,vaccines,25474412592,proshopmut_homabay@yahoo.com,"ProShop (Mutiso), located in Homa Bay County, specializes in vaccines. Contact: +25474412592, Email: proshopmut_homabay@yahoo.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Homa Bay\ProShop_(Mutiso)_4449.jpg,3,10,25474412592,-0.706152357439139
VetShop (Maina),Eldoret,livestock feeds,25417394382,vetshopmai_eldoret@outlook.com,"VetShop (Maina), located in Eldoret County, specializes in livestock feeds. Contact: +25417394382, Email: vetshopmai_eldoret@outlook.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Eldoret\VetShop_(Maina)_8678.jpg,1,7,25417394382,-0.7066814769625596
CropStores (Ochieng),Siaya,livestock feeds,25473874599,cropstores_siaya@yahoo.com,"CropStores (Ochieng), located in Siaya County, specializes in livestock feeds. Contact: +25473874599, Email: cropstores_siaya@yahoo.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Siaya\CropStores_(Ochieng)_5358.jpg,18,7,25473874599,-0.7061573499248688
CropEnterprises (Wanjiku),Naivasha,dairy equipment,25476573853,cropenterp_naivasha@gmail.com,"CropEnterprises (Wanjiku), located in Naivasha County, specializes in dairy equipment. Contact: +25476573853, Email: cropenterp_naivasha@gmail.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Naivasha\CropEnterprises_(Wanjiku)_1265.jpg,15,3,25476573853,-0.7061323012958418
AgriEnterprises (Kilonzo),Migori,vaccines,254114719024,agrienterp_migori@gmail.com,"AgriEnterprises (Kilonzo), located in Migori County, specializes in vaccines. Contact: +254114719024, Email: agrienterp_migori@gmail.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Migori\AgriEnterprises_(Kilonzo)_5763.jpg,12,10,254114719024,1.4155917305289845
CropDistributors (Kamau),Nairobi,crop protection chemicals,25411388981,cropdistri_nairobi@farmershub.co.ke,"CropDistributors (Kamau), located in Nairobi County, specializes in crop protection chemicals. Contact: +25411388981, Email: cropdistri_nairobi@farmershub.co.ke. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Nairobi\CropDistributors_(Kamau)_2362.jpg,14,2,25411388981,-0.7067372060869054
RuralCenter (Cheruiyot),Kakamega,crop protection chemicals,254115179323,ruralcente_kakamega@farmershub.co.ke,"RuralCenter (Cheruiyot), located in Kakamega County, specializes in crop protection chemicals. Contact: +254115179323, Email: ruralcente_kakamega@farmershub.co.ke. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Kakamega\RuralCenter_(Cheruiyot)_6840.jpg,6,2,254115179323,1.4155960020272917
CropHub (Okello),Kitui,fertilizers,25475133604,crophuboke_kitui@gmail.com,"CropHub (Okello), located in Kitui County, specializes in fertilizers. Contact: +25475133604, Email: crophuboke_kitui@gmail.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Kitui\CropHub_(Okello)_2972.jpg,9,5,25475133604,-0.7061456665674715
RuralWorld (Ochieng),Eldoret,poultry inputs,25476169891,ruralworld_eldoret@farmershub.co.ke,"RuralWorld (Ochieng), located in Eldoret County, specializes in poultry inputs. Contact: +25476169891, Email: ruralworld_eldoret@farmershub.co.ke. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Eldoret\RuralWorld_(Ochieng)_3264.jpg,1,8,25476169891,-0.7061360499961417
LivestockMart (Chebet),Garissa,beekeeping tools,254114486831,livestockm_garissa@outlook.com,"LivestockMart (Chebet), located in Garissa County, specializes in beekeeping tools. Contact: +254114486831, Email: livestockm_garissa@outlook.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Garissa\LivestockMart_(Chebet)_1497.jpg,2,1,254114486831,1.4155895758164898
PrimeCenter (Kamau),Nairobi,vaccines,25417641068,primecente_nairobi@agrovet.co.ke,"PrimeCenter (Kamau), located in Nairobi County, specializes in vaccines. Contact: +25417641068, Email: primecente_nairobi@agrovet.co.ke. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Nairobi\PrimeCenter_(Kamau)_4564.jpg,14,10,25417641068,-0.706679187757431
GreenAgrovet (Achieng),Kitale,livestock feeds,25418394305,greenagrov_kitale@outlook.com,"GreenAgrovet (Achieng), located in Kitale County, specializes in livestock feeds. Contact: +25418394305, Email: greenagrov_kitale@outlook.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Kitale\GreenAgrovet_(Achieng)_9415.jpg,8,7,25418394305,-0.706672197843113
VetCenter (Kilonzo),Meru,fish farming supplies,254113689345,vetcenterk_meru@yahoo.com,"VetCenter (Kilonzo), located in Meru County, specializes in fish farming supplies. Contact: +254113689345, Email: vetcenterk_meru@yahoo.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Meru\VetCenter_(Kilonzo)_8326.jpg,11,6,254113689345,1.4155821752787976
BioEnterprises (Kilonzo),Uasin Gishu,seed distribution,254111460783,bioenterpr_uasingishu@gmail.com,"BioEnterprises (Kilonzo), located in Uasin Gishu County, specializes in seed distribution. Contact: +254111460783, Email: bioenterpr_uasingishu@gmail.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Uasin Gishu\BioEnterprises_(Kilonzo)_8552.jpg,19,9,254111460783,1.4155614945933928
FarmDepot (Kamau),Kakamega,vaccines,25416661310,farmdepotk_kakamega@farmershub.co.ke,"FarmDepot (Kamau), located in Kakamega County, specializes in vaccines. Contact: +25416661310, Email: farmdepotk_kakamega@farmershub.co.ke. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Kakamega\FarmDepot_(Kamau)_8051.jpg,6,10,25416661310,-0.706688279749025
VetAgrovet (Njeri),Homa Bay,fish farming supplies,25417243401,vetagrovet_homabay@gmail.com,"VetAgrovet (Njeri), located in Homa Bay County, specializes in fish farming supplies. Contact: +25417243401, Email: vetagrovet_homabay@gmail.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Homa Bay\VetAgrovet_(Njeri)_2719.jpg,3,6,25417243401,-0.7066828780411757
AgriEnterprises (Otieno),Eldoret,beekeeping tools,25411872782,agrienterp_eldoret@farmershub.co.ke,"AgriEnterprises (Otieno), located in Eldoret County, specializes in beekeeping tools. Contact: +25411872782, Email: agrienterp_eldoret@farmershub.co.ke. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Eldoret\AgriEnterprises_(Otieno)_3879.jpg,1,1,25411872782,-0.7067327164939394
CropEnterprises (Kimani),Uasin Gishu,vaccines,25415099541,cropenterp_uasingishu@yahoo.com,"CropEnterprises (Kimani), located in Uasin Gishu County, specializes in vaccines. Contact: +25415099541, Email: cropenterp_uasingishu@yahoo.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Uasin Gishu\CropEnterprises_(Kimani)_4488.jpg,19,10,25415099541,-0.7067027727060816
PrimeCenter (Barasa),Kisumu,dairy equipment,25417106534,primecente_kisumu@gmail.com,"PrimeCenter (Barasa), located in Kisumu County, specializes in dairy equipment. Contact: +25417106534, Email: primecente_kisumu@gmail.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Kisumu\PrimeCenter_(Barasa)_8392.jpg,7,3,25417106534,-0.706684148144215
AgroDistributors (Mwangi),Kitui,beekeeping tools,25471488132,agrodistri_kitui@yahoo.com,"AgroDistributors (Mwangi), located in Kitui County, specializes in beekeeping tools. Contact: +25471488132, Email: agrodistri_kitui@yahoo.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Kitui\AgroDistributors_(Mwangi)_3717.jpg,9,1,25471488132,-0.7061794959424603
AgroFarmers Ltd (Cheruiyot),Homa Bay,crop protection chemicals,254110983077,agrofarmer_homabay@agrovet.co.ke,"AgroFarmers Ltd (Cheruiyot), located in Homa Bay County, specializes in crop protection chemicals. Contact: +254110983077, Email: agrofarmer_homabay@agrovet.co.ke. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Homa Bay\AgroFarmers_Ltd_(Cheruiyot)_1369.jpg,3,2,254110983077,1.415557061561015
LivestockAgency (Kimani),Nyeri,seed distribution,25411897528,livestocka_nyeri@farmershub.co.ke,"LivestockAgency (Kimani), located in Nyeri County, specializes in seed distribution. Contact: +25411897528, Email: livestocka_nyeri@farmershub.co.ke. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Nyeri\LivestockAgency_(Kimani)_3427.jpg,17,9,25411897528,-0.7067324868551674
DairyEnterprises (Kilonzo),Eldoret,poultry inputs,25419308073,dairyenter_eldoret@gmail.com,"DairyEnterprises (Kilonzo), located in Eldoret County, specializes in poultry inputs. Contact: +25419308073, Email: dairyenter_eldoret@gmail.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Eldoret\DairyEnterprises_(Kilonzo)_3907.jpg,1,8,25419308073,-0.7066637182277642
BioServices (Moraa),Naivasha,veterinary medicine,25411479651,bioservice_naivasha@outlook.com,"BioServices (Moraa), located in Naivasha County, specializes in veterinary medicine. Contact: +25411479651, Email: bioservice_naivasha@outlook.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Naivasha\BioServices_(Moraa)_6257.jpg,15,11,25411479651,-0.7067363646843572
EcoEnterprises (Mutiso),Siaya,livestock feeds,25416290313,ecoenterpr_siaya@gmail.com,"EcoEnterprises (Mutiso), located in Siaya County, specializes in livestock feeds. Contact: +25416290313, Email: ecoenterpr_siaya@gmail.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Siaya\EcoEnterprises_(Mutiso)_9150.jpg,18,7,25416290313,-0.7066917225395971
HarvestEnterprises (Otieno),Nyeri,beekeeping tools,25476196882,harvestent_nyeri@gmail.com,"HarvestEnterprises (Otieno), located in Nyeri County, specializes in beekeeping tools. Contact: +25476196882, Email: harvestent_nyeri@gmail.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Nyeri\HarvestEnterprises_(Otieno)_3529.jpg,17,1,25476196882,-0.7061357995241423
HarvestSuppliers (Achieng),Machakos,seed distribution,254110304369,harvestsup_machakos@farmershub.co.ke,"HarvestSuppliers (Achieng), located in Machakos County, specializes in seed distribution. Contact: +254110304369, Email: harvestsup_machakos@farmershub.co.ke. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Machakos\HarvestSuppliers_(Achieng)_4931.jpg,10,9,254110304369,1.4155507632634448
GreenDistributors (Chebet),Kakamega,dairy equipment,25473902033,greendistr_kakamega@farmershub.co.ke,"GreenDistributors (Chebet), located in Kakamega County, specializes in dairy equipment. Contact: +25473902033, Email: greendistr_kakamega@farmershub.co.ke. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Kakamega\GreenDistributors_(Chebet)_4885.jpg,6,3,25473902033,-0.706157095341903
RuralStores (Omondi),Kisumu,livestock feeds,25472237155,ruralstore_kisumu@outlook.com,"RuralStores (Omondi), located in Kisumu County, specializes in livestock feeds. Contact: +25472237155, Email: ruralstore_kisumu@outlook.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Kisumu\RuralStores_(Omondi)_4060.jpg,7,7,25472237155,-0.7061725451333628
EcoSolutions (Njeri),Migori,dairy equipment,25473427635,ecosolutio_migori@outlook.com,"EcoSolutions (Njeri), located in Migori County, specializes in dairy equipment. Contact: +25473427635, Email: ecosolutio_migori@outlook.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Migori\EcoSolutions_(Njeri)_5344.jpg,12,3,25473427635,-0.70616149767659
FarmDistributors (Kiptoo),Machakos,livestock feeds,25411222345,farmdistri_machakos@agrovet.co.ke,"FarmDistributors (Kiptoo), located in Machakos County, specializes in livestock feeds. Contact: +25411222345, Email: farmdistri_machakos@agrovet.co.ke. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Machakos\FarmDistributors_(Kiptoo)_2653.jpg,10,7,25411222345,-0.7067387524413228
PrimeMart (Barasa),Homa Bay,fertilizers,25471873778,primemartb_homabay@outlook.com,"PrimeMart (Barasa), located in Homa Bay County, specializes in fertilizers. Contact: +25471873778, Email: primemartb_homabay@outlook.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Homa Bay\PrimeMart_(Barasa)_7633.jpg,3,5,25471873778,-0.7061759172116
PrimeSuppliers (Mwangi),Garissa,poultry inputs,25474196021,primesuppl_garissa@agrovet.co.ke,"PrimeSuppliers (Mwangi), located in Garissa County, specializes in poultry inputs. Contact: +25474196021, Email: primesuppl_garissa@agrovet.co.ke. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Garissa\PrimeSuppliers_(Mwangi)_8977.jpg,2,8,25474196021,-0.7061543671820668
AnimalMart (Koech),Kisumu,vaccines,254115558190,animalmart_kisumu@yahoo.com,"AnimalMart (Koech), located in Kisumu County, specializes in vaccines. Contact: +254115558190, Email: animalmart_kisumu@yahoo.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Kisumu\AnimalMart_(Koech)_7955.jpg,7,10,254115558190,1.4155995178501575
VetMart (Mutiso),Migori,livestock feeds,25470520324,vetmartmut_migori@agrovet.co.ke,"VetMart (Mutiso), located in Migori County, specializes in livestock feeds. Contact: +25470520324, Email: vetmartmut_migori@agrovet.co.ke. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Migori\VetMart_(Mutiso)_3126.jpg,12,7,25470520324,-0.7061884770400382
AgroAgrovet (Wanjiku),Homa Bay,beekeeping tools,25470097296,agroagrove_homabay@agrovet.co.ke,"AgroAgrovet (Wanjiku), located in Homa Bay County, specializes in beekeeping tools. Contact: +25470097296, Email: agroagrove_homabay@agrovet.co.ke. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Homa Bay\AgroAgrovet_(Wanjiku)_8362.jpg,3,1,25470097296,-0.7061924026696529
FarmWorld (Njoroge),Homa Bay,dairy equipment,25415209470,farmworldn_homabay@farmershub.co.ke,"FarmWorld (Njoroge), located in Homa Bay County, specializes in dairy equipment. Contact: +25415209470, Email: farmworldn_homabay@farmershub.co.ke. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Homa Bay\FarmWorld_(Njoroge)_3223.jpg,3,3,25415209470,-0.7067017525832104
ProWorld (Chebet),Kitale,vaccines,25419195080,proworldch_kitale@gmail.com,"ProWorld (Chebet), located in Kitale County, specializes in vaccines. Contact: +25419195080, Email: proworldch_kitale@gmail.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Kitale\ProWorld_(Chebet)_8518.jpg,8,10,25419195080,-0.7066647667840467
AgroDistributors (Mwangi),Siaya,fish farming supplies,25411721616,agrodistri_siaya@farmershub.co.ke,"AgroDistributors (Mwangi), located in Siaya County, specializes in fish farming supplies. Contact: +25411721616, Email: agrodistri_siaya@farmershub.co.ke. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Siaya\AgroDistributors_(Mwangi)_1612.jpg,18,6,25411721616,-0.7067341192893248
AgroMart (Okello),Isiolo,seed distribution,25413410732,agromartok_isiolo@agrovet.co.ke,"AgroMart (Okello), located in Isiolo County, specializes in seed distribution. Contact: +25413410732, Email: agromartok_isiolo@agrovet.co.ke. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Isiolo\AgroMart_(Okello)_4031.jpg,4,9,25413410732,-0.7067184445732487
CropFarmers Ltd (Okello),Garissa,farm machinery,25477019770,cropfarmer_garissa@yahoo.com,"CropFarmers Ltd (Okello), located in Garissa County, specializes in farm machinery. Contact: +25477019770, Email: cropfarmer_garissa@yahoo.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Garissa\CropFarmers_Ltd_(Okello)_7041.jpg,2,4,25477019770,-0.7061281632601069
FarmFarmers Ltd (Mutiso),Eldoret,fish farming supplies,25478773395,farmfarmer_eldoret@outlook.com,"FarmFarmers Ltd (Mutiso), located in Eldoret County, specializes in fish farming supplies. Contact: +25478773395, Email: farmfarmer_eldoret@outlook.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Eldoret\FarmFarmers_Ltd_(Mutiso)_1863.jpg,1,6,25478773395,-0.7061118899112195
ProShop (Njoroge),Isiolo,veterinary medicine,254112317147,proshopnjo_isiolo@gmail.com,"ProShop (Njoroge), located in Isiolo County, specializes in veterinary medicine. Contact: +254112317147, Email: proshopnjo_isiolo@gmail.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Isiolo\ProShop_(Njoroge)_6705.jpg,4,11,254112317147,1.4155694415091509
PrimeMart (Kamau),Naivasha,fertilizers,254111072386,primemartk_naivasha@agrovet.co.ke,"PrimeMart (Kamau), located in Naivasha County, specializes in fertilizers. Contact: +254111072386, Email: primemartk_naivasha@agrovet.co.ke. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Naivasha\PrimeMart_(Kamau)_4630.jpg,15,5,254111072386,1.4155578903337092
BioShop (Chebet),Uasin Gishu,fertilizers,25419246977,bioshopche_uasingishu@agrovet.co.ke,"BioShop (Chebet), located in Uasin Gishu County, specializes in fertilizers. Contact: +25419246977, Email: bioshopche_uasingishu@agrovet.co.ke. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Uasin Gishu\BioShop_(Chebet)_1450.jpg,19,5,25419246977,-0.7066642851885019
AnimalStores (Chebet),Homa Bay,beekeeping tools,254117990146,animalstor_homabay@yahoo.com,"AnimalStores (Chebet), located in Homa Bay County, specializes in beekeeping tools. Contact: +254117990146, Email: animalstor_homabay@yahoo.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Homa Bay\AnimalStores_(Chebet)_1605.jpg,3,1,254117990146,1.4156220859981177
ProAgrovet (Mwangi),Nakuru,poultry inputs,25474230474,proagrovet_nakuru@gmail.com,"ProAgrovet (Mwangi), located in Nakuru County, specializes in poultry inputs. Contact: +25474230474, Email: proagrovet_nakuru@gmail.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Nakuru\ProAgrovet_(Mwangi)_5975.jpg,16,8,25474230474,-0.7061540474639463
VetDistributors (Kimani),Nyeri,farm machinery,25476959156,vetdistrib_nyeri@agrovet.co.ke,"VetDistributors (Kimani), located in Nyeri County, specializes in farm machinery. Contact: +25476959156, Email: vetdistrib_nyeri@agrovet.co.ke. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Nyeri\VetDistributors_(Kimani)_3850.jpg,17,4,25476959156,-0.7061287257479646
DairyDistributors (Kimani),Migori,fertilizers,25418266398,dairydistr_migori@agrovet.co.ke,"DairyDistributors (Kimani), located in Migori County, specializes in fertilizers. Contact: +25418266398, Email: dairydistr_migori@agrovet.co.ke. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Migori\DairyDistributors_(Kimani)_5845.jpg,12,5,25418266398,-0.7066733847988397
AgroDepot (Mutiso),Kisumu,livestock feeds,25412918935,agrodepotm_kisumu@agrovet.co.ke,"AgroDepot (Mutiso), located in Kisumu County, specializes in livestock feeds. Contact: +25412918935, Email: agrodepotm_kisumu@agrovet.co.ke. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Kisumu\AgroDepot_(Mutiso)_9151.jpg,7,7,25412918935,-0.7067230083677674
BioFarmers Ltd (Kiptoo),Kisumu,poultry inputs,25410815790,biofarmers_kisumu@farmershub.co.ke,"BioFarmers Ltd (Kiptoo), located in Kisumu County, specializes in poultry inputs. Contact: +25410815790, Email: biofarmers_kisumu@farmershub.co.ke. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Kisumu\BioFarmers_Ltd_(Kiptoo)_3283.jpg,7,8,25410815790,-0.7067425252042321
AnimalFarmers Ltd (Koech),Meru,vaccines,254118919503,animalfarm_meru@agrovet.co.ke,"AnimalFarmers Ltd (Koech), located in Meru County, specializes in vaccines. Contact: +254118919503, Email: animalfarm_meru@agrovet.co.ke. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Meru\AnimalFarmers_Ltd_(Koech)_4916.jpg,11,10,254118919503,1.4156307102767987
CropServices (Njeri),Homa Bay,crop protection chemicals,25475429880,cropservic_homabay@outlook.com,"CropServices (Njeri), located in Homa Bay County, specializes in crop protection chemicals. Contact: +25475429880, Email: cropservic_homabay@outlook.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Homa Bay\CropServices_(Njeri)_2348.jpg,3,2,25475429880,-0.7061429171753751
VetAgrovet (Koech),Mombasa,poultry inputs,25472998734,vetagrovet_mombasa@agrovet.co.ke,"VetAgrovet (Koech), located in Mombasa County, specializes in poultry inputs. Contact: +25472998734, Email: vetagrovet_mombasa@agrovet.co.ke. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Mombasa\VetAgrovet_(Koech)_8154.jpg,13,8,25472998734,-0.7061654778066697
PrimeDistributors (Ochieng),Naivasha,poultry inputs,25470034284,primedistr_naivasha@gmail.com,"PrimeDistributors (Ochieng), located in Naivasha County, specializes in poultry inputs. Contact: +25470034284, Email: primedistr_naivasha@gmail.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Naivasha\PrimeDistributors_(Ochieng)_5084.jpg,15,8,25470034284,-0.7061929874105525
DairyFarmers Ltd (Omondi),Migori,beekeeping tools,254112911403,dairyfarme_migori@outlook.com,"DairyFarmers Ltd (Omondi), located in Migori County, specializes in beekeeping tools. Contact: +254112911403, Email: dairyfarme_migori@outlook.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Migori\DairyFarmers_Ltd_(Omondi)_1209.jpg,12,1,254112911403,1.4155749561061808
DairyDistributors (Chebet),Nyeri,dairy equipment,254111676390,dairydistr_nyeri@outlook.com,"DairyDistributors (Chebet), located in Nyeri County, specializes in dairy equipment. Contact: +254111676390, Email: dairydistr_nyeri@outlook.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Nyeri\DairyDistributors_(Chebet)_3510.jpg,17,3,254111676390,1.4155634953905607
LivestockStores (Barasa),Garissa,animal health care,25417996075,livestocks_garissa@agrovet.co.ke,"LivestockStores (Barasa), located in Garissa County, specializes in animal health care. Contact: +25417996075, Email: livestocks_garissa@agrovet.co.ke. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Garissa\LivestockStores_(Barasa)_5624.jpg,2,0,25417996075,-0.7066758933514043
PrimeWorld (Barasa),Machakos,vaccines,25471210257,primeworld_machakos@yahoo.com,"PrimeWorld (Barasa), located in Machakos County, specializes in vaccines. Contact: +25471210257, Email: primeworld_machakos@yahoo.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Machakos\PrimeWorld_(Barasa)_6355.jpg,10,10,25471210257,-0.7061820745763313
AgroShop (Achieng),Nyeri,poultry inputs,25418300659,agroshopac_nyeri@farmershub.co.ke,"AgroShop (Achieng), located in Nyeri County, specializes in poultry inputs. Contact: +25418300659, Email: agroshopac_nyeri@farmershub.co.ke. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Nyeri\AgroShop_(Achieng)_2063.jpg,17,8,25418300659,-0.7066730668624471
HarvestStores (Kamau),Homa Bay,vaccines,254114969574,harveststo_homabay@gmail.com,"HarvestStores (Kamau), located in Homa Bay County, specializes in vaccines. Contact: +254114969574, Email: harveststo_homabay@gmail.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Homa Bay\HarvestStores_(Kamau)_5934.jpg,3,10,254114969574,1.4155940555913915
HarvestStores (Ochieng),Kakamega,farm machinery,25473255547,harveststo_kakamega@gmail.com,"HarvestStores (Ochieng), located in Kakamega County, specializes in farm machinery. Contact: +25473255547, Email: harveststo_kakamega@gmail.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Kakamega\HarvestStores_(Ochieng)_6270.jpg,6,4,25473255547,-0.7061630946246623
RuralMart (Kimani),Naivasha,dairy equipment,254118389350,ruralmartk_naivasha@farmershub.co.ke,"RuralMart (Kimani), located in Naivasha County, specializes in dairy equipment. Contact: +254118389350, Email: ruralmartk_naivasha@farmershub.co.ke. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Naivasha\RuralMart_(Kimani)_2666.jpg,15,3,254118389350,1.4156257905449672
DairyShop (Kilonzo),Mombasa,animal health care,25419211960,dairyshopk_mombasa@farmershub.co.ke,"DairyShop (Kilonzo), located in Mombasa County, specializes in animal health care. Contact: +25419211960, Email: dairyshopk_mombasa@farmershub.co.ke. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Mombasa\DairyShop_(Kilonzo)_249.jpg,13,0,25419211960,-0.7066646101404488
CropShop (Kimani),Kisumu,vaccines,254111466324,cropshopki_kisumu@gmail.com,"CropShop (Kimani), located in Kisumu County, specializes in vaccines. Contact: +254111466324, Email: cropshopki_kisumu@gmail.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Kisumu\CropShop_(Kimani)_587.jpg,7,10,254111466324,1.415561546012953
AgriMart (Kilonzo),Garissa,dairy equipment,254115807503,agrimartki_garissa@yahoo.com,"AgriMart (Kilonzo), located in Garissa County, specializes in dairy equipment. Contact: +254115807503, Email: agrimartki_garissa@yahoo.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Garissa\AgriMart_(Kilonzo)_4149.jpg,2,3,254115807503,1.41560183143341
PrimeSolutions (Cheruiyot),Nakuru,veterinary medicine,254111556081,primesolut_nakuru@gmail.com,"PrimeSolutions (Cheruiyot), located in Nakuru County, specializes in veterinary medicine. Contact: +254111556081, Email: primesolut_nakuru@gmail.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Nakuru\PrimeSolutions_(Cheruiyot)_2893.jpg,16,11,254111556081,1.4155623789430127
VetAgency (Kiptoo),Nakuru,veterinary medicine,254113464570,vetagencyk_nakuru@yahoo.com,"VetAgency (Kiptoo), located in Nakuru County, specializes in veterinary medicine. Contact: +254113464570, Email: vetagencyk_nakuru@yahoo.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Nakuru\VetAgency_(Kiptoo)_4589.jpg,16,11,254113464570,1.4155800894041115
LivestockAgrovet (Moraa),Isiolo,vaccines,25413831027,livestocka_isiolo@outlook.com,"LivestockAgrovet (Moraa), located in Isiolo County, specializes in vaccines. Contact: +25413831027, Email: livestocka_isiolo@outlook.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Isiolo\LivestockAgrovet_(Moraa)_5958.jpg,4,10,25413831027,-0.7067145443054204
DairyFarmers Ltd (Cheruiyot),Machakos,poultry inputs,25415933866,dairyfarme_machakos@agrovet.co.ke,"DairyFarmers Ltd (Cheruiyot), located in Machakos County, specializes in poultry inputs. Contact: +25415933866, Email: dairyfarme_machakos@agrovet.co.ke. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Machakos\DairyFarmers_Ltd_(Cheruiyot)_1756.jpg,10,8,25415933866,-0.7066950303085847
